rank,index,name,image_path,figure,score,teacher_wrong_rate,r_mean,r_p95,r_max,t_mean,t_p95,t_max
1,4,2007_000129,/home/ma-user/work/ljs/dataset/VOCAug/JPEGImages/2007_000129.jpg,runs/diagnostics/aaai_h2_smoke/h2_rank01_2007_000129.png,0.22112615913394554,0.06634605750926761,0.3166336119174957,2.3329208612442014,5.315698623657227,0.5855955481529236,0.7169338703155517,3.0
2,1,2007_000042,/home/ma-user/work/ljs/dataset/VOCAug/JPEGImages/2007_000042.jpg,runs/diagnostics/aaai_h2_smoke/h2_rank02_2007_000042.png,0.04035233668578066,0.02113597114993905,0.1483030617237091,0.9091782629489927,5.378326892852783,0.5324621796607971,0.611876392364502,3.0
