variant,best_miou,best_step,last_miou,last_step,last_iter,max_iterations,training_complete,last_t_mean,last_t_min,last_t_max,last_calib_err_all,last_calib_err_active,last_c0,last_c_target,last_c_final,last_t_q10,last_t_q50,last_t_q90,last_tmax_ratio,last_newton_abs_dr,last_newton_clamp_ratio,log_path
04_calib_gamma1_tmax4,0.356,4000,0.356,4000,4030,80000,False,1.3156,1.0,4.0,0.0483,2.82e-05,0.9849,0.9404,0.9475,1.0,1.089,1.743,4.2,,,data/winycg/checkpoints/cirkd_checkpoints/voc/covar_calib_conf_full/04_calib_gamma1_tmax4/deeplabv3_mobilenet_ssseg_resnet101_mobilenetv3_small_log.txt
