2026-06-08 08:51:18,184 semantic_segmentation INFO: Iters: 110/5000 || Lr: 0.019607 || Task Loss: 1.2014 || KD Loss: 1.2210 || Mini-batch p2p Loss: 0.5748 || Memory p2p Loss: 0.1025 || Memory p2r Loss: 0.0945 || Mini-batch c2c Loss: 0.8851 || Memory c2c Loss: 0.1150 || Channel MSE Loss: 0.2764 || Fitnet Loss: 0.8555 || T_mean: 1.3955 (d+0.0275) || T_min: 0.5048 || T_max: 4.0000 || mc(mean/min/max): 0.9734/0.3514/1.0000 || v(mean/min/max): 3.0615e-04/1.7504e-17/1.1849e-02 || r(mean/min/max): 2.4845e-01/3.5007e-07/5.4339e+00 || a(mean/min/max): 200.0000/200.0000/200.0000 || CalibCtrT: 3.8ms(avg 4.0, inner 0.5) || err(logc): 8.64e-02/4.74e-05 || c0/tgt/cf: 0.9734/0.8949/0.9072 || Tq10/50/90: 0.521/1.000/2.759 || Tmax: 7.5% || sh/sm/id: 16/42/35% || Cost Time: 0:02:26 || Estimated Time: 1:48:32
2026-06-08 08:51:31,220 semantic_segmentation INFO: Iters: 120/5000 || Lr: 0.019571 || Task Loss: 1.2946 || KD Loss: 1.3402 || Mini-batch p2p Loss: 0.5212 || Memory p2p Loss: 0.1045 || Memory p2r Loss: 0.1099 || Mini-batch c2c Loss: 0.8736 || Memory c2c Loss: 0.1134 || Channel MSE Loss: 0.2748 || Fitnet Loss: 0.7934 || T_mean: 1.4354 (d+0.0199) || T_min: 0.5047 || T_max: 4.0000 || mc(mean/min/max): 0.9737/0.3507/1.0000 || v(mean/min/max): 3.0785e-04/7.0301e-17/1.1860e-02 || r(mean/min/max): 2.5469e-01/3.9200e-07/5.4367e+00 || a(mean/min/max): 200.0000/200.0000/200.0000 || CalibCtrT: 3.9ms(avg 4.0, inner 0.5) || err(logc): 9.06e-02/5.24e-05 || c0/tgt/cf: 0.9737/0.8917/0.9053 || Tq10/50/90: 0.940/1.000/2.894 || Tmax: 7.7% || sh/sm/id: 10/41/41% || Cost Time: 0:02:39 || Estimated Time: 1:48:08
2026-06-08 08:51:44,292 semantic_segmentation INFO: Iters: 130/5000 || Lr: 0.019535 || Task Loss: 1.4793 || KD Loss: 1.4982 || Mini-batch p2p Loss: 0.4844 || Memory p2p Loss: 0.1319 || Memory p2r Loss: 0.1480 || Mini-batch c2c Loss: 0.9698 || Memory c2c Loss: 0.1529 || Channel MSE Loss: 0.2984 || Fitnet Loss: 1.0403 || T_mean: 1.3362 (d-0.0312) || T_min: 0.5047 || T_max: 4.0000 || mc(mean/min/max): 0.9781/0.3384/1.0000 || v(mean/min/max): 2.4999e-04/2.3314e-16/1.1806e-02 || r(mean/min/max): 2.0602e-01/7.0141e-07/5.4158e+00 || a(mean/min/max): 200.0000/200.0000/200.0000 || CalibCtrT: 3.8ms(avg 4.0, inner 0.5) || err(logc): 7.09e-02/4.18e-05 || c0/tgt/cf: 0.9781/0.9111/0.9215 || Tq10/50/90: 0.512/1.000/2.359 || Tmax: 6.0% || sh/sm/id: 19/43/32% || Cost Time: 0:02:52 || Estimated Time: 1:47:46
2026-06-08 08:51:57,381 semantic_segmentation INFO: Iters: 140/5000 || Lr: 0.019499 || Task Loss: 1.5143 || KD Loss: 1.6082 || Mini-batch p2p Loss: 0.4535 || Memory p2p Loss: 0.0983 || Memory p2r Loss: 0.1376 || Mini-batch c2c Loss: 0.8955 || Memory c2c Loss: 0.1260 || Channel MSE Loss: 0.2772 || Fitnet Loss: 0.8993 || T_mean: 1.3738 (d+0.0202) || T_min: 0.5030 || T_max: 4.0000 || mc(mean/min/max): 0.9784/0.3618/1.0000 || v(mean/min/max): 2.5499e-04/2.0444e-18/1.1814e-02 || r(mean/min/max): 2.0907e-01/4.0887e-08/5.4258e+00 || a(mean/min/max): 200.0000/200.0000/200.0000 || CalibCtrT: 3.9ms(avg 4.0, inner 0.5) || err(logc): 7.19e-02/5.64e-05 || c0/tgt/cf: 0.9784/0.9114/0.9218 || Tq10/50/90: 1.000/1.000/2.312 || Tmax: 6.1% || sh/sm/id: 9/43/42% || Cost Time: 0:03:05 || Estimated Time: 1:47:26
2026-06-08 08:52:10,470 semantic_segmentation INFO: Iters: 150/5000 || Lr: 0.019463 || Task Loss: 1.5262 || KD Loss: 1.4655 || Mini-batch p2p Loss: 0.5060 || Memory p2p Loss: 0.1145 || Memory p2r Loss: 0.1030 || Mini-batch c2c Loss: 0.9102 || Memory c2c Loss: 0.1221 || Channel MSE Loss: 0.2788 || Fitnet Loss: 0.9346 || T_mean: 1.3442 (d-0.0013) || T_min: 0.5048 || T_max: 4.0000 || mc(mean/min/max): 0.9757/0.3454/1.0000 || v(mean/min/max): 2.7903e-04/3.3637e-17/1.1824e-02 || r(mean/min/max): 2.2178e-01/4.2172e-07/5.4198e+00 || a(mean/min/max): 200.0000/200.0000/200.0000 || CalibCtrT: 3.8ms(avg 4.0, inner 0.5) || err(logc): 7.67e-02/4.25e-05 || c0/tgt/cf: 0.9757/0.9072/0.9180 || Tq10/50/90: 0.515/1.000/2.380 || Tmax: 6.7% || sh/sm/id: 14/41/38% || Cost Time: 0:03:18 || Estimated Time: 1:47:07
2026-06-08 08:52:23,657 semantic_segmentation INFO: Iters: 160/5000 || Lr: 0.019427 || Task Loss: 1.1670 || KD Loss: 1.2443 || Mini-batch p2p Loss: 0.4498 || Memory p2p Loss: 0.1039 || Memory p2r Loss: 0.1140 || Mini-batch c2c Loss: 0.8471 || Memory c2c Loss: 0.1152 || Channel MSE Loss: 0.2662 || Fitnet Loss: 0.8671 || T_mean: 1.3762 (d+0.0081) || T_min: 0.5047 || T_max: 4.0000 || mc(mean/min/max): 0.9758/0.3367/1.0000 || v(mean/min/max): 2.8878e-04/5.9143e-17/1.1822e-02 || r(mean/min/max): 2.3051e-01/4.8885e-07/5.4262e+00 || a(mean/min/max): 200.0000/200.0000/200.0000 || CalibCtrT: 3.9ms(avg 4.0, inner 0.5) || err(logc): 8.30e-02/4.65e-05 || c0/tgt/cf: 0.9758/0.9053/0.9174 || Tq10/50/90: 0.524/1.000/2.516 || Tmax: 7.0% || sh/sm/id: 13/41/39% || Cost Time: 0:03:32 || Estimated Time: 1:46:52
2026-06-08 08:52:36,749 semantic_segmentation INFO: Iters: 170/5000 || Lr: 0.019391 || Task Loss: 0.8206 || KD Loss: 0.9602 || Mini-batch p2p Loss: 0.4598 || Memory p2p Loss: 0.0839 || Memory p2r Loss: 0.0885 || Mini-batch c2c Loss: 0.8470 || Memory c2c Loss: 0.1119 || Channel MSE Loss: 0.2572 || Fitnet Loss: 0.7522 || T_mean: 1.3906 (d-0.0081) || T_min: 0.5050 || T_max: 4.0000 || mc(mean/min/max): 0.9793/0.3304/1.0000 || v(mean/min/max): 2.5448e-04/3.4095e-17/1.1805e-02 || r(mean/min/max): 2.0629e-01/4.3733e-07/5.4149e+00 || a(mean/min/max): 200.0000/200.0000/200.0000 || CalibCtrT: 3.8ms(avg 4.0, inner 0.5) || err(logc): 7.66e-02/5.61e-05 || c0/tgt/cf: 0.9793/0.9157/0.9271 || Tq10/50/90: 1.000/1.000/2.285 || Tmax: 6.3% || sh/sm/id: 3/41/50% || Cost Time: 0:03:45 || Estimated Time: 1:46:34
2026-06-08 08:52:49,799 semantic_segmentation INFO: Iters: 180/5000 || Lr: 0.019354 || Task Loss: 0.9758 || KD Loss: 1.0849 || Mini-batch p2p Loss: 0.4455 || Memory p2p Loss: 0.0967 || Memory p2r Loss: 0.1046 || Mini-batch c2c Loss: 0.8400 || Memory c2c Loss: 0.1087 || Channel MSE Loss: 0.2528 || Fitnet Loss: 0.7801 || T_mean: 1.3396 (d+0.0601) || T_min: 0.5030 || T_max: 4.0000 || mc(mean/min/max): 0.9810/0.3432/1.0000 || v(mean/min/max): 2.3003e-04/4.9039e-16/1.1837e-02 || r(mean/min/max): 1.8670e-01/6.9947e-07/5.4316e+00 || a(mean/min/max): 200.0000/200.0000/200.0000 || CalibCtrT: 3.9ms(avg 4.0, inner 0.5) || err(logc): 6.94e-02/4.24e-05 || c0/tgt/cf: 0.9810/0.9228/0.9333 || Tq10/50/90: 1.000/1.000/2.125 || Tmax: 5.6% || sh/sm/id: 9/42/43% || Cost Time: 0:03:58 || Estimated Time: 1:46:16
2026-06-08 08:53:02,873 semantic_segmentation INFO: Iters: 190/5000 || Lr: 0.019318 || Task Loss: 1.2816 || KD Loss: 1.3442 || Mini-batch p2p Loss: 0.4160 || Memory p2p Loss: 0.1065 || Memory p2r Loss: 0.1220 || Mini-batch c2c Loss: 0.8842 || Memory c2c Loss: 0.1185 || Channel MSE Loss: 0.2628 || Fitnet Loss: 0.8912 || T_mean: 1.3380 (d+0.0536) || T_min: 0.5048 || T_max: 4.0000 || mc(mean/min/max): 0.9818/0.3155/1.0000 || v(mean/min/max): 2.1532e-04/5.2676e-16/1.1813e-02 || r(mean/min/max): 1.7671e-01/7.4954e-07/5.4184e+00 || a(mean/min/max): 200.0000/200.0000/200.0000 || CalibCtrT: 3.8ms(avg 4.0, inner 0.5) || err(logc): 6.47e-02/4.58e-05 || c0/tgt/cf: 0.9818/0.9264/0.9360 || Tq10/50/90: 1.000/1.000/1.980 || Tmax: 5.3% || sh/sm/id: 4/42/49% || Cost Time: 0:04:11 || Estimated Time: 1:45:59
2026-06-08 08:53:15,970 semantic_segmentation INFO: Iters: 200/5000 || Lr: 0.019282 || Task Loss: 1.1748 || KD Loss: 1.2692 || Mini-batch p2p Loss: 0.4548 || Memory p2p Loss: 0.0960 || Memory p2r Loss: 0.0982 || Mini-batch c2c Loss: 0.8304 || Memory c2c Loss: 0.1172 || Channel MSE Loss: 0.2636 || Fitnet Loss: 0.8468 || T_mean: 1.2918 (d-0.0640) || T_min: 0.5049 || T_max: 4.0000 || mc(mean/min/max): 0.9850/0.3827/1.0000 || v(mean/min/max): 1.7652e-04/3.7949e-18/1.1835e-02 || r(mean/min/max): 1.4876e-01/7.5897e-08/5.4278e+00 || a(mean/min/max): 200.0000/200.0000/200.0000 || CalibCtrT: 13.8ms(avg 4.1, inner 1.7) || err(logc): 5.05e-02/4.16e-05 || c0/tgt/cf: 0.9850/0.9364/0.9437 || Tq10/50/90: 1.000/1.000/1.805 || Tmax: 4.4% || sh/sm/id: 6/43/47% || Cost Time: 0:04:24 || Estimated Time: 1:45:42
