variant,best_miou,best_step,last_miou,last_step,last_iter,max_iterations,training_complete,last_t_mean,last_t_min,last_t_max,last_calib_err_all,last_calib_err_active,last_c0,last_c_target,last_c_final,last_t_q10,last_t_q50,last_t_q90,last_tmax_ratio,last_newton_abs_dr,last_newton_clamp_ratio,log_path
deeplabv3_resnet101_deeplabv3_mobilenet_ssseg_mobilenetv3_small_cirkdv2,0.579,21600,0.566,25600,25600,80000,False,0.4413,0.1,1.0,,,,,,,,,,0.0271,11.7,save/checkpoints/cirkd_checkpoints/voc/deeplabv3_resnet101_deeplabv3_mobilenet_ssseg_mobilenetv3_small_cirkdv2/deeplabv3_mobilenet_ssseg_resnet101_mobilenetv3_small_log.txt
